1494876479.722598,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876479.802064,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876479.881512,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876479.960942,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.040372,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.121824,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.201273,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.280680,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.360119,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.518966,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.598366,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.757210,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.916059,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876480.995492,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876481.074888,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876481.154304,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876481.313120,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876481.394549,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876481.473955,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876481.632766,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876481.712214,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876481.791631,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876481.950496,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.029902,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.109326,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.268185,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.347609,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.506446,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.585893,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.667378,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.826228,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.905655,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
1494876482.985049,0.000000,0.000000,0.000000,-0.707107,0.000000,0.000000,0.707107
