1526349261546999931,0.029083,-0.023209,0.574124,-0.002973,0.029083,0.001399,0.999572
1526349261576999903,0.031549,-0.016426,0.590370,-0.002480,0.028723,0.001108,0.999584
1526349261605999947,0.030826,-0.016234,0.604682,-0.002815,0.028367,0.000782,0.999593
1526349261634999990,0.030806,-0.017349,0.619147,-0.003254,0.027988,0.000475,0.999603
1526349261664999962,0.030854,-0.018405,0.635019,-0.003393,0.028109,0.000358,0.999599
1526349261693000078,0.031371,-0.019735,0.647986,-0.003298,0.028211,0.000352,0.999596
1526349261723000050,0.031218,-0.020439,0.661106,-0.003277,0.028060,0.000119,0.999601
1526349261752000093,0.030273,-0.021662,0.673353,-0.003315,0.027802,0.000007,0.999608
1526349261780999899,0.030252,-0.021569,0.686605,-0.003329,0.027335,-0.000333,0.999621
1526349261812999964,0.031045,-0.021623,0.699840,-0.003505,0.026958,-0.000255,0.999630
1526349261839999914,0.031317,-0.022619,0.712043,-0.003342,0.026819,-0.000136,0.999635
1526349261869999886,0.032000,-0.023446,0.724552,-0.003075,0.026647,-0.000035,0.999640
1526349261898999929,0.032045,-0.022969,0.737115,-0.002997,0.026493,-0.000178,0.999644
1526349261927999973,0.032150,-0.023133,0.750597,-0.003064,0.026407,-0.000475,0.999646
1526349261957999945,0.031875,-0.023743,0.763537,-0.003315,0.026247,-0.000691,0.999650
1526349261986999989,0.032240,-0.023277,0.776728,-0.003423,0.025663,-0.000842,0.999664
1526349262016999960,0.031890,-0.023588,0.789035,-0.003251,0.024896,-0.001178,0.999684
1526349262046000004,0.032559,-0.023719,0.803126,-0.003199,0.024161,-0.001036,0.999702
1526349262075000048,0.032937,-0.023305,0.817626,-0.003192,0.023788,-0.001033,0.999711
1526349262132999897,0.033661,-0.023436,0.845098,-0.002596,0.023931,-0.000959,0.999710
1526349262191999912,0.033718,-0.023664,0.873996,-0.002618,0.023055,-0.001345,0.999730
1526349262220999956,0.034251,-0.024515,0.887696,-0.002928,0.022241,-0.001192,0.999748
1526349262250999928,0.034784,-0.025258,0.900622,-0.002758,0.022034,-0.000980,0.999753
1526349262309000015,0.036889,-0.026398,0.924977,-0.001657,0.022147,-0.000347,0.999753
1526349262338999987,0.037967,-0.026933,0.938001,-0.001901,0.021646,-0.000265,0.999764
1526349262397000074,0.038359,-0.027011,0.965969,-0.001873,0.021580,-0.000444,0.999765
1526349262427000046,0.038463,-0.027551,0.981196,-0.002139,0.021620,-0.000489,0.999764
1526349262457000017,0.037502,-0.026521,0.995764,-0.001860,0.021666,-0.000738,0.999763
1526349262486000061,0.037868,-0.027918,1.007555,-0.001231,0.021642,-0.000843,0.999765
1526349262515000105,0.037001,-0.027926,1.020310,-0.001073,0.021791,-0.000939,0.999762
1526349262543999910,0.037072,-0.027907,1.032036,-0.000779,0.021688,-0.001191,0.999764
1526349262572999954,0.036766,-0.028308,1.044971,-0.000184,0.021472,-0.001566,0.999768
1526349262604000092,0.035934,-0.028321,1.059149,-0.000414,0.021496,-0.001766,0.999767
1526349262631999969,0.036184,-0.028538,1.072792,-0.000665,0.021386,-0.001980,0.999769
1526349262661999941,0.034982,-0.027507,1.086560,-0.000068,0.021222,-0.002346,0.999772
1526349262690999985,0.033827,-0.027797,1.098724,0.000070,0.021284,-0.002501,0.999770
1526349262749000072,0.034346,-0.027491,1.127227,0.000024,0.021379,-0.002613,0.999768
1526349262779000044,0.034614,-0.026765,1.142655,0.000277,0.021098,-0.002754,0.999774
1526349262808000088,0.035675,-0.027085,1.157510,-0.000315,0.020809,-0.002727,0.999780
1526349262838000059,0.034801,-0.026230,1.172387,-0.000315,0.020894,-0.002788,0.999778
1526349262867000103,0.035765,-0.027805,1.185239,0.000167,0.020886,-0.002799,0.999778
1526349262895999908,0.035752,-0.027215,1.199606,0.000198,0.021104,-0.002611,0.999774
1526349262924999952,0.038036,-0.028178,1.212432,0.000114,0.020900,-0.002121,0.999779
1526349262954999924,0.039662,-0.027865,1.225681,0.000803,0.020926,-0.001847,0.999779
1526349262983999968,0.040323,-0.029169,1.238739,0.000616,0.021134,-0.001531,0.999775
